IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban
436360592_ef20eb1e98_178_99746029@N00.jpg,99746029@N00,39.937908,116.398086,2,15,4,0.4216404189812124,0.003099760656979811,0.5752599033935581
437613430_d1466ffcdb_178_71613077@N00.jpg,71613077@N00,39.988497,116.184368,1,8,150,0.014708073980583936,0.9065860160864503,0.0787058515719199
453214262_2252fbefff_212_55126705@N00.jpg,55126705@N00,35.521425,-111.372699,1,7,116,0.000125178735515874,0.9428802056119601,0.0569945993002845
453384102_723b8a8182_207_55126705@N00.jpg,55126705@N00,34.611453,-111.841936,2,11,13,0.03210346296754629,0.19355020094496922,0.7743463278839045
466882217_a9c6760cc4_220_64825499@N00.jpg,64825499@N00,12.607003,-70.055952,1,6,48,0.00010253043414998331,0.9856672701369238,0.014230202564722738
482314949_dbc149bb10_224_50435419@N00.jpg,50435419@N00,-34.609758,-58.411216,2,15,181,0.002356831429349171,0.0031424792779866095,0.9945006616187868
502172768_3a7a22811b_213_69641014@N00.jpg,69641014@N00,42.34351,-71.033585,2,10,266,0.0003704998442870533,0.05798930330190899,0.9416401664326273
504921450_6f20499550_194_24311489@N00.jpg,24311489@N00,33.747894,-84.371148,2,11,86,2.0711453295733885e-08,3.398364369083295e-07,0.999999659769709
508033358_5d1f3bc07a_221_8393530@N05.jpg,8393530@N05,25.073471,-77.327785,0,5,9,0.9034823482215757,0.09651759951376417,4.352493212825509e-08
510183020_3dec046e80_192_77392231@N00.jpg,77392231@N00,13.724085,100.392208,0,0,139,0.9994369574795483,2.1577676904277476e-07,0.0005628017849251543
522546192_0030ad0eb1_237_61819159@N00.jpg,61819159@N00,-14.666716,145.448513,1,7,306,0.003370849546953991,0.9912685495409335,0.005360608280128076
530405817_0673660c96_1209_7885919@N07.jpg,7885919@N07,-34.603691,-58.381637,2,15,125,0.023615738097532812,0.03250703780611275,0.9438771965947126
534657711_dc2aa849a8_1333_72154266@N00.jpg,72154266@N00,-22.995414,-43.238539,2,15,308,0.2528617139909102,0.002156104466266129,0.7449822117939249
580496518_4214d97599_1280_7369430@N02.jpg,7369430@N02,30.245165,-87.733662,2,10,266,2.285158802817211e-05,0.02522010773230754,0.9747571079281142
779600060_a5f8e28de5_1184_52057668@N00.jpg,52057668@N00,-34.940336,138.585577,2,14,153,0.010972629453931404,0.39026791939727445,0.5987594798106102
780091415_c803d82672_1332_88971695@N00.jpg,88971695@N00,-25.354342,131.046295,1,7,73,0.002341752880495651,0.9897163121998602,0.007941936289209472
864479182_d60c47e2ce_1045_25304693@N00.jpg,25304693@N00,50.997714,5.40199,2,14,220,0.0013237436615298748,0.023488766416420503,0.9751874996287029
872841181_2ef32acf29_1371_66281185@N00.jpg,66281185@N00,36.057694,-112.136614,1,6,234,0.008063674348409933,0.9119113327768105,0.08002492611842627
952602201_87da454e31_1323_19953481@N00.jpg,19953481@N00,46.702202,12.991333,1,6,234,0.0003443312415924993,0.8053390793891708,0.19431655633531975
970273104_48060e4acd_1207_10815666@N04.jpg,10815666@N04,-34.602578,-58.383686,2,15,125,0.0003146876396766807,0.0007041853163975986,0.9989811088565865
97344248_30a4521091_32_77325609@N00.jpg,77325609@N00,41.395354,2.169113,2,15,32,0.009535810302901737,0.00040217556107435826,0.9900619531417734
980263629_f3373fa294_1253_9729483@N02.jpg,9729483@N02,52.504914,13.36284,0,2,363,1.0000000842644672,1.9215129269217453e-09,1.0099560957224532e-08
Ankara_00003_601190107_9f05b2251e_1292_8504005@N07.jpg,9f05b2251e_1292_8504005@N07,39.936592,32.8553,2,15,332,0.20987461481141167,0.005756031027743802,0.784369413006516
Antigua_00003_483035669_21c8bdeb2d_185_61417564@N00.jpg,21c8bdeb2d_185_61417564@N00,16.998628,-61.755861,1,6,194,0.0003308211908432668,0.989825441792874,0.009843771732260365
Arizona_00044_527647931_821085049a_1048_7412395@N07.jpg,821085049a_1048_7412395@N07,36.065673,-112.11713,1,7,81,0.0003105800540272874,0.9852983831900914,0.014390991196398417
Aruba_00001_99110142_a573655582_34_50517642@N00.jpg,a573655582_34_50517642@N00,12.532151,-70.051435,2,10,257,0.11405001978558715,0.0028217015328522166,0.8831282048304132
Athens_00016_516320955_2f7c0642b4_212_36764971@N00.jpg,2f7c0642b4_212_36764971@N00,37.971102,23.726767,2,15,348,1.5289300596244004e-05,0.0008982843648590588,0.9990864480539199
Azerbaijan_00003_1293945458_c58bd8d7c4_1048_97522422@N00.jpg,c58bd8d7c4_1048_97522422@N00,40.094882,49.387664,1,7,116,0.03374510650976603,0.5166404859320153,0.4496144237515658
Bahamas_00006_343059190_9c31e29446_134_39595541@N00.jpg,9c31e29446_134_39595541@N00,25.114046,-77.126255,1,6,243,0.0005267667201849235,0.987064648814794,0.012408563807305484
Bangkok_00011_215914338_705d7ea038_92_20194767@N00.jpg,705d7ea038_92_20194767@N00,9.376241,99.94091,1,6,204,0.00041275800770534943,0.9896109204449886,0.009976424413917329
Bangkok_00012_219604934_4e3ca563fc_83_82927779@N00.jpg,4e3ca563fc_83_82927779@N00,13.740614,100.489861,2,10,79,0.0013340909663952516,0.05981135666354476,0.938854581946174
Barcelona_00014_144658910_7517982a97_46_49503208420@N01.jpg,7517982a97_46_49503208420@N01,41.385245,2.169284,2,15,178,0.0012583185914305517,0.002039718299036153,0.9967018892732149
Belgium_00017_276044730_dceb8cccbc_112_12814307@N00.jpg,dceb8cccbc_112_12814307@N00,50.657949,5.474624,2,10,278,0.038384118749490825,0.0003404513693145983,0.9612753228762405
Bolivia_00014_1347017613_651a38b69d_1376_11786349@N08.jpg,651a38b69d_1376_11786349@N08,-20.457333,-66.913604,1,7,116,0.015350711782424753,0.7412395764846593,0.2434096939406203
Bosnia_00004_1138531814_e3579a53d8_1067_11515930@N06.jpg,e3579a53d8_1067_11515930@N06,43.065376,17.71202,2,15,296,0.000714817920737687,0.01391342835421483,0.9853716989871373
Botswana_00001_108331635_4dccd99e9d_52_73091266@N00.jpg,4dccd99e9d_52_73091266@N00,-19.116137,23.827285,1,6,356,1.0246443998303614e-05,0.9959908085914555,0.0039988952044995585
California_00119_356125022_0a5c48aa89_139_64855637@N00.jpg,0a5c48aa89_139_64855637@N00,36.618184,-121.901893,2,14,49,0.0015498462562391069,0.315008179458232,0.6834419704445054
California_00122_361328855_6ace238cbf_134_41894169878@N01.jpg,6ace238cbf_134_41894169878@N01,33.441321,-118.492891,2,12,265,0.006366216699177585,0.26847764581702904,0.7251560941181197
California_00147_439592027_f8ffa59be8_188_66347119@N00.jpg,f8ffa59be8_188_66347119@N00,33.89441,-115.829662,2,10,118,2.772053889599224e-06,0.02963661880366264,0.9703606200693765
California_00197_718693402_4ba930995d_1150_7980350@N08.jpg,4ba930995d_1150_7980350@N08,37.752614,-119.526979,1,7,234,0.0001505017622722704,0.9074145745334192,0.092434839046863
Cambodia_00020_401343054_b6c0b85d50_133_33463080@N00.jpg,b6c0b85d50_133_33463080@N00,13.372585,103.856849,2,11,13,0.1309427533741303,0.010994316550778649,0.8580630140864969
Canada_00106_513453328_03108e034b_227_7665941@N08.jpg,03108e034b_227_7665941@N08,49.291349,-123.127512,2,10,171,0.00021916303803948267,0.04536682157565508,0.9544139440741155
Canada_00113_568886932_37f47747b8_1250_48264126@N00.jpg,37f47747b8_1250_48264126@N00,52.202557,-117.239742,1,6,234,1.4512096312646605e-05,0.9788197193306778,0.021165687409969047
Chicago_00046_286428804_4fd17dde48_106_51306116@N00.jpg,4fd17dde48_106_51306116@N00,41.885921,-87.622833,2,15,125,0.0005800748043292003,0.01244266666596161,0.9869772631236913
Chicago_00080_496345089_f5d47dea91_196_69212252@N00.jpg,f5d47dea91_196_69212252@N00,41.939545,-87.639586,0,5,212,0.9730743932276056,0.0006168363567695678,0.02630867059224329
China_00073_487137127_79fefd5305_196_8159033@N04.jpg,79fefd5305_196_8159033@N04,34.272254,108.896656,2,11,330,0.0005728290637208033,0.0007863772336378361,0.9986407952959162
China_00092_1004463976_03bb680078_1105_91728102@N00.jpg,03bb680078_1105_91728102@N00,28.362854,121.068735,2,11,334,0.001669863730529908,0.036042159757016634,0.9622881532346153
Colombia_00009_487789777_0003ed5872_212_16836474@N00.jpg,0003ed5872_212_16836474@N00,-4.219137,-69.938964,1,6,271,0.0007021310744477205,0.8249938303010822,0.1743040899286541
Colorado_00057_1199140107_b35790beec_1001_59341685@N00.jpg,b35790beec_1001_59341685@N00,39.450311,-106.470608,1,6,234,0.000525947762270107,0.9780408300705403,0.021433134274161603
Connecticut_00004_364162616_48c230f9e2_116_15376845@N00.jpg,48c230f9e2_116_15376845@N00,41.387237,-72.984205,2,14,299,0.0021673462558409184,0.1763074752698941,0.8215251473005365
CostaRica_00017_500118634_993d0110b5_199_78225438@N00.jpg,993d0110b5_199_78225438@N00,9.976965,-84.842176,1,6,194,0.00040339834382052686,0.9352962995488383,0.06430028564872714
Croatia_00021_473963193_d9ce489f23_222_18744817@N00.jpg,d9ce489f23_222_18744817@N00,44.881174,15.616722,1,6,342,0.01189593176265985,0.9810811464767513,0.00702299325454267
Croatia_00029_965780821_723a75feee_1096_78247883@N00.jpg,723a75feee_1096_78247883@N00,42.640107,18.110811,2,15,123,0.19145540354475088,0.012548968467200439,0.7959956799910017
Cuba_00025_699768122_15733c7a1a_1425_8078991@N04.jpg,15733c7a1a_1425_8078991@N04,23.121653,-81.347064,1,6,48,5.697860714359848e-05,0.9971548366928698,0.0027880509270605813
Cyprus_00009_504391595_088287d4f6_189_8255645@N03.jpg,088287d4f6_189_8255645@N03,34.937874,32.86663,2,10,152,8.518308472420244e-06,0.4941270753726912,0.5058644038649283
Denmark_00009_258337247_96db5706ff_95_70402049@N00.jpg,96db5706ff_95_70402049@N00,55.684655,12.589323,2,13,292,0.01424215046762356,0.16641467049066705,0.8193432048456089
Dominica_00002_479941913_0bf2cf5743_169_7687052@N07.jpg,0bf2cf5743_169_7687052@N07,15.574013,-61.455373,1,8,173,0.00018031150216213376,0.6946125652936388,0.3052071962749334
DominicanRepublic_00008_528391253_78e9959702_1170_37476307@N00.jpg,78e9959702_1170_37476307@N00,18.365027,-69.020611,2,8,36,0.023283209642301017,0.46245057889058216,0.5142662155487621
Ecuador_00016_1042198302_3e83aea565_1079_7132415@N03.jpg,3e83aea565_1079_7132415@N03,-0.967437,-77.763977,1,6,145,0.007156319253364352,0.7633245696542517,0.22951900159556704
Egypt_00018_389284696_a6c0fa7e22_160_36948083@N00.jpg,a6c0fa7e22_160_36948083@N00,24.032668,32.825775,2,11,229,0.0009451329571987799,0.25425975160044345,0.7447950807058987
Finland_00036_636777751_bedf67eb53_1348_86122102@N00.jpg,bedf67eb53_1348_86122102@N00,60.375722,21.391754,2,14,40,0.004218628064222685,0.36902450160793876,0.6267569335778944
Florida_00015_180339543_001a933e62_70_43935788@N00.jpg,001a933e62_70_43935788@N00,24.938747,-80.650634,2,11,214,0.0009086477718653896,0.029505524843926878,0.9695858771755468
France_00057_257413141_469dcde004_96_26519935@N00.jpg,469dcde004_96_26519935@N00,47.882045,7.226428,2,11,242,0.00020636314187960636,0.0004675649196919096,0.9993260332823724
France_00143_633617121_9d719c65ba_1223_7591003@N03.jpg,9d719c65ba_1223_7591003@N03,48.575755,7.744073,2,10,257,0.03888744175139891,0.022155114443648927,0.938957345676954
Germany_00063_254492987_7c8d55a3b5_99_32367657@N00.jpg,7c8d55a3b5_99_32367657@N00,47.79858,13.0461,2,15,47,0.16441040850668287,0.004966310263228024,0.83062324915349
Ghana_00006_933699293_d03cb9ab9b_1129_72526577@N00.jpg,d03cb9ab9b_1129_72526577@N00,10.849491,-1.514739,2,11,200,0.0006246778823051358,0.005654550881185827,0.9937207316655345
Greenland_00001_384853046_34ad6e1163_159_82952591@N00.jpg,34ad6e1163_159_82952591@N00,60.185232,-44.217224,1,6,163,0.00037463282483685134,0.9961755749921508,0.0034498244802634304
Guangzhou_00003_986276060_2769109737_1375_70618949@N00.jpg,2769109737_1375_70618949@N00,23.117311,113.353328,2,15,307,0.00044228997554451865,0.00040682366500277567,0.9991509043292979
Hawaii_00072_532408762_9c4ecc305a_1200_79756109@N00.jpg,9c4ecc305a_1200_79756109@N00,20.881077,-156.545133,1,8,150,0.01646483603703075,0.7553340758361173,0.2282010774417813
HongKong_00022_295401126_95d3f505b4_116_30554981@N00.jpg,95d3f505b4_116_30554981@N00,31.23893,121.485099,2,13,354,0.00015075887596616155,0.0009617598376534531,0.9988874424989582
HongKong_00034_393185078_8a349f2072_169_56776080@N00.jpg,8a349f2072_169_56776080@N00,22.286713,114.152584,2,10,175,0.0004537169967431254,0.23764080257561915,0.7619054836334591
HongKong_00041_504492617_7af38e0004_208_7224156@N03.jpg,7af38e0004_208_7224156@N03,22.282425,114.146447,2,15,307,0.0003413467112167723,0.003717394660043283,0.9959412260203422
Hyderabad_00003_359871435_f5abb5524b_155_36887937@N00.jpg,f5abb5524b_155_36887937@N00,17.361741,78.474558,2,11,330,0.002060713860473129,0.0029778947322540716,0.9949614769035833
Iceland_00003_108349138_41786e87da_40_56945335@N00.jpg,41786e87da_40_56945335@N00,63.794617,-17.720947,1,6,190,0.0006514367899868034,0.9981992516857758,0.001149313812781827
Illinois_00010_372417850_1818b0405b_166_41315423@N00.jpg,1818b0405b_166_41315423@N00,41.215716,-88.501578,2,15,296,0.0002717573917052629,0.003849960238174188,0.9958784598676358
India_00024_229287479_474ac2fb6f_79_48637819@N00.jpg,474ac2fb6f_79_48637819@N00,34.147612,77.571716,2,11,200,0.017080771947476592,0.16116163969388708,0.8217576523097705
India_00032_291479604_013cb872ba_122_59555137@N00.jpg,013cb872ba_122_59555137@N00,27.179676,78.044042,2,11,230,0.0001958402440633833,5.44324488491732e-05,0.999749606035675
Ireland_00007_91942412_95795b8eb9_41_11398209@N00.jpg,95795b8eb9_41_11398209@N00,53.360182,-6.188049,1,6,48,0.0007056706182702044,0.7773395436325927,0.2219548391754529
Ireland_00028_249916505_59bfd4d0d3_81_92123108@N00.jpg,59bfd4d0d3_81_92123108@N00,52.141284,-10.279426,2,10,171,0.0021465418705162165,0.02941747244062043,0.9684360452860119
Israel_00028_511241861_3efa314a4b_219_62126383@N00.jpg,3efa314a4b_219_62126383@N00,31.776938,35.23545,2,11,200,0.0006359177244537051,0.006579460938386461,0.9927845847441681
Istanbul_00021_475022521_99f3da9240_170_69445076@N00.jpg,99f3da9240_170_69445076@N00,41.071069,28.948974,0,5,85,0.9710996295419381,0.007270444801017462,0.021629886951314514
Italy_00021_160108325_a88a1ef93b_53_80333007@N00.jpg,a88a1ef93b_53_80333007@N00,42.001664,12.62947,2,10,142,0.00017431986409732758,0.20165156972061027,0.7981741547808952
Italy_00100_453717251_4f9e5ec1b7_186_79039156@N00.jpg,4f9e5ec1b7_186_79039156@N00,44.30226,9.212894,1,6,49,0.0021307474326590636,0.5785890928343633,0.4192801216268549
Italy_00134_844603727_96b5c1d9bc_1229_76306992@N00.jpg,96b5c1d9bc_1229_76306992@N00,43.348151,11.510925,1,8,104,4.991786523292005e-07,0.9762338970661354,0.023765543443549995
Japan_00056_261461022_a16eeca101_114_60558526@N00.jpg,a16eeca101_114_60558526@N00,34.967491,137.168941,2,11,251,3.3478949712062445e-05,0.0001143594935809622,0.9998521789190193
Japan_00108_482880218_7f3a0383bc_175_8047699@N05.jpg,7f3a0383bc_175_8047699@N05,35.339774,139.526367,2,11,330,0.22961275050846108,0.06381068951787938,0.7065765684816201
Kenya_00017_1061753413_0861543f7e_1267_17351226@N00.jpg,0861543f7e_1267_17351226@N00,-1.293015,36.815357,1,8,141,0.008546530107828687,0.6201527055468432,0.3713008215440823
Lahore_00001_321085080_28863df64f_130_82503882@N00.jpg,28863df64f_130_82503882@N00,31.58895,74.311378,2,11,230,3.106394773744192e-05,6.559519813253978e-05,0.9999033155041808
Libya_00002_579471142_2e1919f8df_1017_9076790@N05.jpg,2e1919f8df_1017_9076790@N05,29.536424,21.033325,2,12,268,0.028688246416630037,0.34145917962755234,0.6298525394062331
London_00020_82418356_e130a8793a_42_69567805@N00.jpg,e130a8793a_42_69567805@N00,51.522629,-0.099563,2,10,171,0.006685889880543527,0.12297561440067284,0.8703385140922251
London_00044_152057337_45584126c5_48_90672364@N00.jpg,45584126c5_48_90672364@N00,51.47879,-0.291255,1,8,209,0.022181935057233204,0.624005356181442,0.3538127832121063
London_00124_307812265_70c28bf023_112_30571787@N00.jpg,70c28bf023_112_30571787@N00,51.51604,-0.129046,2,10,257,0.018523370485670654,0.008972508476617236,0.9725041729974748
London_00163_383132699_73d5a3db68_139_96387799@N00.jpg,73d5a3db68_139_96387799@N00,51.508648,-0.094285,2,11,230,0.0015200850564411894,0.012735798441113388,0.9857440597094822
London_00173_399097890_cca3d6eb5c_47_89904893@N00.jpg,cca3d6eb5c_47_89904893@N00,51.510204,-0.085991,2,15,307,0.0033546192915103745,0.004528293992649424,0.992117063438883
LosAngeles_00017_271405228_1258990cf2_100_27274415@N00.jpg,1258990cf2_100_27274415@N00,34.101575,-118.340043,2,15,319,0.0010284517510346092,0.0008896439519361365,0.9980818267700009
LosAngeles_00023_349121428_aaa440bcc6_132_97332629@N00.jpg,aaa440bcc6_132_97332629@N00,33.988206,-118.47536,2,10,175,0.0035225190800343142,0.45684781044993983,0.5396296204299951
Mali_00003_389132534_c1f2631a86_186_59398218@N00.jpg,c1f2631a86_186_59398218@N00,12.653068,-7.987232,2,15,227,0.00033390362622409686,0.00016044537590576002,0.9995055682808096
Maryland_00035_1409295892_d1f7b16b3f_1421_88483799@N00.jpg,d1f7b16b3f_1421_88483799@N00,39.397543,-76.601765,2,14,87,0.000583608377915823,0.022906970900102408,0.9765093635567155
Massachusetts_00011_379112224_fbcf942ebd_169_57253263@N00.jpg,fbcf942ebd_169_57253263@N00,42.633738,-70.780902,2,15,119,0.2628934598613384,0.0018316688567381334,0.7352748245799035
Melbourne_00004_129975593_87d37e1218_53_28026984@N00.jpg,87d37e1218_53_28026984@N00,-37.829175,144.971466,1,8,62,0.3013340750620772,0.3784712384907749,0.3201947433760912
Mexico2_00027_373475154_2cddb4fa40_137_23812473@N00.jpg,2cddb4fa40_137_23812473@N00,20.749853,-99.94606,2,11,108,0.00032891702008797097,0.00032121688281661065,0.9993498438101751
Mississippi_00011_537212117_97f048d808_1357_22941966@N00.jpg,97f048d808_1357_22941966@N00,44.923333,-93.117333,2,13,113,0.001805711852028935,0.30649968008413,0.691694595641934
Mongolia_00002_207032483_20095af4a6_60_14542551@N00.jpg,20095af4a6_60_14542551@N00,48.973343,89.959659,1,7,341,0.00018749665230899382,0.985754985497806,0.014057532342377499
Montana_00013_452159720_caae190cec_196_93487964@N00.jpg,caae190cec_196_93487964@N00,42.907186,-5.561764,1,7,350,0.011674693210824693,0.9846787326610054,0.0036466796099941055
Montenegro_00002_279525048_069d71861c_85_36093984@N00.jpg,069d71861c_85_36093984@N00,42.453987,18.536338,2,11,109,0.0024421242722212355,0.0017779822493366737,0.9957798402203366
Morocco2_00003_369458188_1dcee11573_178_13527886@N00.jpg,1dcee11573_178_13527886@N00,31.39819,-7.635498,1,10,233,0.0002305341120063531,0.5985463479061366,0.40122314425595107
Morocco2_00016_872564984_73ef641d65_1104_83039477@N00.jpg,73ef641d65_1104_83039477@N00,34.059485,-5.005645,2,11,103,0.004082513510610397,0.03923865465465326,0.9566789055222529
Moscow_00007_275816584_98e230bb1e_88_87484925@N00.jpg,98e230bb1e_88_87484925@N00,46.734397,-117.005081,2,10,278,0.10962741320006253,0.00011937923884453028,0.8902530269399578
Nepal_00013_543874653_f64e9976da_1104_7729101@N03.jpg,f64e9976da_1104_7729101@N03,27.712102,85.280685,2,12,351,0.0008400845266198775,0.007289183161605095,0.9918709559967551
Netherlands_00069_1354802467_1e48ea9c4c_1252_44067110@N00.jpg,1e48ea9c4c_1252_44067110@N00,52.34158,4.792327,2,11,361,0.0010650216758847364,0.009205803441432181,0.9897291342476251
NorthCarolina_00008_253749264_f0a5e6ab18_88_23601949@N00.jpg,f0a5e6ab18_88_23601949@N00,35.962376,-75.635547,1,7,116,2.50092763898202e-05,0.9409333840520642,0.059041621758252116
Norway_00012_216550665_58216eae8f_76_90833046@N00.jpg,58216eae8f_76_90833046@N00,60.377302,6.720371,2,14,87,0.0011770343943595662,0.07761560919254862,0.9212073565039134
Norway_00029_447570830_5d155dd0b1_209_74196805@N00.jpg,5d155dd0b1_209_74196805@N00,69.635592,18.998966,1,6,187,0.00020752225983144967,0.9915687666126516,0.008223749887037668
Norway_00040_990922720_327b7613ae_1157_96928198@N00.jpg,327b7613ae_1157_96928198@N00,62.147918,6.059207,2,14,49,0.005205332105646221,0.2749158636861466,0.7198788246306549
Norway_00048_1457219700_4744851a83_1196_99437479@N00.jpg,4744851a83_1196_99437479@N00,78.052895,14.238967,2,14,49,0.003927518435560273,0.09960123409757671,0.8964712748672525
Oklahoma_00005_262685303_e360a17203_90_96332550@N00.jpg,e360a17203_90_96332550@N00,35.611045,-95.987763,1,8,140,0.0003175863736601947,0.6463652198428633,0.3533171846488621
Oman_00001_159023565_dc1b205e99_70_67879480@N00.jpg,dc1b205e99_70_67879480@N00,23.606306,58.537731,0,3,130,0.8411953096415772,0.00028934677243341866,0.15851538276729915
Pakistan_00003_408755072_963acdb313_132_14262239@N00.jpg,963acdb313_132_14262239@N00,36.300531,74.649868,1,7,344,0.02014193159195088,0.6826385286776713,0.2972195235543609
Paris_00005_44406254_0054d193dc_27_98908999@N00.jpg,0054d193dc_27_98908999@N00,48.853717,2.347738,2,11,334,0.009456020974084822,0.03689863264798987,0.9536453907862779
Paris_00011_71800567_f579201d15_35_18684820@N00.jpg,f579201d15_35_18684820@N00,48.866521,2.329101,0,0,115,0.8762015452366541,0.0019405673226629006,0.1218579208834285
