IMG_ID,AUTHOR,LAT,LON,S3_Label,S16_Label,S365_Label,Prob_indoor,Prob_natural,Prob_urban
103457638_224c119b11_30_73293249@N00.jpg,73293249@N00,45.999982,7.298584,1,6,234,0.00020484339496462667,0.9043055024326065,0.09548966532941705
103465274_3e879729e0_33_73293249@N00.jpg,73293249@N00,46.08035,7.209918,2,12,294,0.005051673409196766,0.06947534240510223,0.9254729428576636
1034783376_9e3db4b81a_1016_70323761@N00.jpg,70323761@N00,40.820751,-73.94892,2,15,77,0.003225387381498024,0.06596558421784948,0.930809045210907
103558896_55f8059bc9_35_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2,15,307,4.732878279864114e-06,8.344243990691252e-05,0.9999118898451005
103574519_62331b624f_24_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2,15,307,0.000499854308412262,0.0004651980781620324,0.9990348718431594
103575522_cc6a522170_34_73293249@N00.jpg,73293249@N00,43.642423,-79.387153,2,12,314,0.06377437823773491,0.006461561359248691,0.9297640654987323
103577701_b68e15492e_32_73293249@N00.jpg,73293249@N00,43.085294,-79.079509,2,10,171,0.02950916599316855,0.10577559706041484,0.8647152329295196
103726410_49bcd2e470_33_73293249@N00.jpg,73293249@N00,40.711492,-74.01206,2,12,316,0.23171862984736435,0.03271200870968016,0.7355693548742721
1038069722_cab11140a5_1378_75452460@N00.jpg,75452460@N00,48.214093,16.935553,2,11,252,0.0018469149886755076,0.006887657533411584,0.9912653801991951
103908913_8ef41889e3_36_11114422@N00.jpg,11114422@N00,51.195697,-2.27992,2,14,201,0.006419288995036965,0.3592531149958944,0.6343275301303848
103910409_51606239db_42_11114422@N00.jpg,11114422@N00,51.195697,-2.27992,2,14,201,0.15759910518761844,0.13420734142204083,0.7081936124445463
104122769_f122c548dc_40_19355699@N00.jpg,19355699@N00,-16.663606,145.563537,1,8,279,0.15019217573637889,0.6401359734151129,0.20967193502880832
1041241079_904c456418_1430_7132415@N03.jpg,7132415@N03,-1.382083,-78.432769,0,5,61,0.9147048476997384,0.0019786858141799257,0.08331646573627438
104132709_97b998c989_41_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2,12,273,0.0006793025029674382,0.030421694600340388,0.9688990725317677
104133298_2619fc0eae_39_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2,11,242,0.007149429502703697,0.024640811997414858,0.9682098147142142
1041333001_9b8e3dc4f1_1284_7132415@N03.jpg,7132415@N03,-0.967437,-77.763977,1,8,279,0.013269787586594362,0.9542540874059569,0.03247605419494448
104134249_80c92294db_19_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2,10,66,0.00038263787820369544,0.08050424776305931,0.9191131473386065
104134428_244b67a2d9_38_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2,13,103,0.0003988300688756441,0.0021046347242439367,0.9974965197619592
104134591_85c54effac_41_19355699@N00.jpg,19355699@N00,-33.861328,151.209039,2,15,307,0.00020583145948194215,0.0004813123193763147,0.9993128690721136
104138228_eac9608bce_34_19355699@N00.jpg,19355699@N00,-36.843876,174.7654,1,6,187,0.001148556599423145,0.9270810566873209,0.07177035232112416
104146945_2722f724b3_19_14542551@N00.jpg,14542551@N00,47.913695,106.833114,2,10,257,0.00138234161492079,0.021395008966374363,0.9772226671245541
1044041591_512737f6a3_1182_9729483@N02.jpg,9729483@N02,39.948972,-75.150008,0,5,196,0.9763699048670218,0.00019295131175933733,0.023437184079549755
104419192_8551684362_41_64825499@N00.jpg,64825499@N00,51.508168,-0.076035,2,11,10,0.2764085231827469,0.31003141095842857,0.41356003995102064
104419793_26fe6ba2a3_39_64825499@N00.jpg,64825499@N00,51.508168,-0.076035,0,1,129,0.9916820226908882,0.00016463873065930557,0.008153447781861445
1051458737_dc88781e19_1257_50435419@N00.jpg,50435419@N00,46.547586,-87.378902,1,8,141,9.9375230818044e-05,0.913303032383098,0.08659763039587354
1052934673_018d08d79c_1247_89904893@N00.jpg,89904893@N00,51.210297,-2.643113,0,5,90,0.8642120234737831,0.0012839322071442894,0.13450392518021204
1054676623_3278c97053_1242_70323761@N00.jpg,70323761@N00,40.763169,-73.945257,2,15,143,0.0326892220104007,0.004152796407613124,0.9631581326108147
1055535547_d8ebd9b0ff_1005_52057668@N00.jpg,52057668@N00,43.345154,11.293945,2,11,12,0.3014461322748616,0.0493862587966305,0.6491674852948108
1055596489_76a46df552_1047_52057668@N00.jpg,52057668@N00,43.345154,11.293945,2,10,278,0.14836602601627646,0.019384433204862717,0.8322496132805384
1056311007_52319e8695_1127_9729483@N02.jpg,9729483@N02,19.633291,-155.98991,2,12,53,0.022544150511232708,0.003117023482172243,0.9743386312405953
1056987156_2fb85c8d9d_1152_9729483@N02.jpg,9729483@N02,19.782928,-156.036463,1,6,48,0.00019151439064302167,0.9820672857394559,0.017741152161753426
1058450330_29b27f18cc_1304_52057668@N00.jpg,52057668@N00,48.858842,2.329101,2,10,218,0.00045861595006080336,0.11096282643839572,0.8885786170870063
1061820145_989476e8d1_1056_17351226@N00.jpg,17351226@N00,-0.331476,36.074466,1,8,359,2.903068835803657e-05,0.9269241419263556,0.07304681659122408
1064247804_21a7ce7392_1272_73293249@N00.jpg,73293249@N00,52.506442,13.337682,2,14,201,0.014350535718810065,0.2245409793139288,0.7611084908888301
1065427105_186af84f48_1367_70323761@N00.jpg,70323761@N00,41.935064,-74.018674,2,11,242,0.0021210333204351173,0.06868466518920968,0.9291943267926968
1066619342_4f62e58221_1239_70323761@N00.jpg,70323761@N00,41.933021,-74.019286,2,11,86,4.4954178762341515e-08,5.499218766791245e-07,0.999999277435205
1070752568_b1ed6014e4_1333_93455345@N00.jpg,93455345@N00,50.252912,19.025573,0,4,219,0.9999639777398107,5.223408061149487e-06,3.078257247113303e-05
1070839510_05f6cf6ef2_1162_93455345@N00.jpg,93455345@N00,50.260814,18.846359,0,2,281,0.9998238456208615,1.1582611178617697e-05,0.00016451278989682017
1070873718_eab41ad951_1427_93455345@N00.jpg,93455345@N00,50.260814,18.846359,2,12,24,0.0019882067902738942,0.0011961643401274813,0.9968157106360613
107184433_0e6c4969c5_35_96388182@N00.jpg,96388182@N00,43.676314,-92.963894,0,5,236,0.9921862671041026,0.0003796363391934676,0.007434103173526552
1076964851_c20355b981_1431_93455345@N00.jpg,93455345@N00,43.137069,131.929321,2,15,178,0.03406340816195552,0.10132987942051841,0.8646068131929496
1076986527_4de9d086bc_1124_93455345@N00.jpg,93455345@N00,43.137069,131.929321,2,14,201,0.07076781698265222,0.31475033836613875,0.6144818956363451
1077074655_69c5dba648_1048_93455345@N00.jpg,93455345@N00,52.045734,113.411865,2,11,226,0.04620243550829173,0.049423146905553494,0.9043743334342764
1077086393_e1aea6d21e_1090_93455345@N00.jpg,93455345@N00,52.32191,104.227294,2,10,174,0.018313817905138308,0.06993411604156563,0.9117521519156071
1077155473_80c037f16a_1120_93455345@N00.jpg,93455345@N00,51.733832,39.25415,2,10,175,0.0025217401392279015,0.2118768088174079,0.7856015386192468
107717568_95f67ce436_37_17351226@N00.jpg,17351226@N00,59.929043,30.313854,2,11,108,0.002675860432141519,0.007238293870116763,0.9900858661415413
1077208489_d307c44d40_1355_93455345@N00.jpg,93455345@N00,43.137069,131.929321,2,12,273,0.004040173653947932,0.10978972780219465,0.8861701573957816
107723582_6c02eba98c_44_17351226@N00.jpg,17351226@N00,59.929043,30.313854,0,0,198,0.9936725306275846,0.00026521238927834645,0.006062276769325692
107723692_6abd246261_52_17351226@N00.jpg,17351226@N00,59.929043,30.313854,0,3,98,0.874363671568716,0.03038659170059077,0.09524972445130686
107723908_e96144f997_56_17351226@N00.jpg,17351226@N00,59.929043,30.313854,1,7,306,0.0005610755096228104,0.6396603551938966,0.3597785519842489
1077244783_6b676179aa_1032_93455345@N00.jpg,93455345@N00,51.733832,39.25415,2,10,175,0.0005718614375922471,0.45291228125240934,0.5465159947195986
1077872058_04a9b36974_1148_93455345@N00.jpg,93455345@N00,50.656425,27.160949,1,7,306,0.003825261935574531,0.5337648722154427,0.4624099082239539
1077955412_5c254dabba_1246_93455345@N00.jpg,93455345@N00,54.788017,55.964355,2,10,175,2.6146608670174487e-05,0.325705325604285,0.6742685097061041
1079732334_0baae72c4f_1271_25159586@N00.jpg,25159586@N00,34.902638,132.0891,0,4,6,0.9719607265198369,6.459387720525456e-05,0.02797468323208996
108325116_1b1cd483cc_42_17351226@N00.jpg,17351226@N00,60.389391,5.330429,1,6,205,0.0008105134182301299,0.96821024056851,0.030979312887581045
108328982_9befccdd12_52_17351226@N00.jpg,17351226@N00,60.389391,5.330429,1,6,163,0.0001272510139056493,0.9829815167158955,0.01689133902468498
108344521_b7f5d1ba86_37_17351226@N00.jpg,17351226@N00,64.139968,-21.918754,1,6,350,0.01723635633098297,0.8975590562672551,0.0852046698293023
1085645221_dad5caca79_1379_33463080@N00.jpg,33463080@N00,13.732881,100.503273,0,1,217,0.9610089982698184,0.0011523937789590377,0.037838509786453756
1085889653_66207e5068_1416_33463080@N00.jpg,33463080@N00,14.021187,99.527893,2,12,273,0.0006892914728489075,0.1785568400590023,0.8207538815975539
1086201488_cd08f71bb8_1056_33463080@N00.jpg,33463080@N00,13.732881,100.503273,2,14,201,0.1887761171217024,0.029339295045204494,0.7818845512651027
1086319092_34f919b886_1232_33463080@N00.jpg,33463080@N00,13.732881,100.503273,2,11,154,0.10672465517967977,0.01968113367882296,0.8735944114954244
1088267191_8f3a46f0c1_1142_15376845@N00.jpg,15376845@N00,41.17567,-73.101063,1,8,287,0.007118186043442165,0.7725579609414126,0.22032383192538418
1088326301_bba2b5385d_1408_15376845@N00.jpg,15376845@N00,41.17567,-73.101063,1,6,224,0.0006635161164680881,0.9818885108716131,0.01744808236752249
109003732_1ac8be791c_40_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,0,29,0.9483830038346639,0.0005212538769114872,0.051095741743353074
109040743_ad2fafd7e9_51_18684820@N00.jpg,18684820@N00,16.056371,103.646392,0,5,239,0.8488159832974387,0.03482487567459103,0.11635906903538595
109046783_1ec629777a_51_18684820@N00.jpg,18684820@N00,16.056371,103.646392,0,0,114,0.9956078826889496,0.0018176741006064034,0.002574487377590806
109049475_c5794551d3_53_18684820@N00.jpg,18684820@N00,16.056371,103.646392,2,12,294,0.366656946840493,0.00354942236054967,0.6297936385718188
109090818_b0c5177552_47_18684820@N00.jpg,18684820@N00,17.400605,104.779701,2,14,32,0.0066697748715398575,0.002491197452684446,0.9908390673874123
1091261185_24d87262d8_1178_80333007@N00.jpg,80333007@N00,43.54693,10.312557,2,10,79,0.002823249775516956,0.05477391760575756,0.9424028117356897
109444677_b9311d353a_51_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,1,6,48,0.0019798467005678333,0.9289894943817245,0.06903075964821426
109444762_8b7eb2eff0_45_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,2,15,32,0.013494732164701873,0.006076749035003104,0.9804285292515829
109445154_504554586a_56_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,0,1,129,0.9951410866300776,0.0003494132157406682,0.004509482251897623
109445802_c3767617e6_55_44972214@N00.jpg,44972214@N00,32.759562,-117.180175,0,0,50,0.9999094232442306,5.852923177834812e-05,3.198931220496637e-05
1094476901_8af0525615_1092_33463080@N00.jpg,33463080@N00,12.917568,104.58847,0,3,70,0.9413559607563871,0.00017916692940289636,0.058464824390440207
109503491_ab4fb29d21_41_18684820@N00.jpg,18684820@N00,12.683549,101.272659,0,4,295,0.9963895133515734,0.0003327552844183401,0.0032776908196510135
1095141034_31d7994014_1432_33463080@N00.jpg,33463080@N00,12.917568,104.58847,2,12,294,0.0002942466804719407,6.76069224118947e-05,0.9996382317655339
109515826_6e23accec7_54_18684820@N00.jpg,18684820@N00,13.735383,100.500183,2,10,207,0.01506295538597513,0.00191728324710283,0.9830197313375137
1095455094_de1cee2271_1306_33463080@N00.jpg,33463080@N00,12.917568,104.58847,2,15,286,0.03002935437578079,0.0020254730187339864,0.967945114327536
1096265513_0803ddb49c_1181_33463080@N00.jpg,33463080@N00,13.372585,103.856849,0,1,131,0.6148036166019892,0.025254542258721813,0.3599418817134392
1097531112_dce44408c2_1403_9729483@N02.jpg,9729483@N02,21.331284,-157.920624,2,15,231,0.11844203901843997,0.05957576882035198,0.8219821648111729
1097784160_262625335f_1009_9729483@N02.jpg,9729483@N02,38.035171,-97.92862,2,12,254,0.0015424805184379164,0.2953974543663058,0.7030600740430355
1099044629_a345ba7db8_1115_70323761@N00.jpg,70323761@N00,40.742713,-74.006448,2,15,339,0.25587181190121555,0.22151650279806745,0.5226116315673153
1099219094_cad7dd327e_1258_70323761@N00.jpg,70323761@N00,40.719615,-73.953469,2,11,230,0.0005430846753431418,0.0011480134369277195,0.9983089198555088
110016321_34c0ac4524_55_18684820@N00.jpg,18684820@N00,13.735383,100.500183,2,10,71,0.4958815405936381,0.0019471180530103993,0.5021712756464254
1100269292_a7e742b120_1092_9729483@N02.jpg,9729483@N02,37.716107,-97.410605,2,14,339,0.0029824113303178468,0.4867354545608986,0.5102821872742198
1101090129_d124208854_1241_33463080@N00.jpg,33463080@N00,13.372585,103.856849,2,8,330,0.0036356639933643464,0.39212589528443687,0.604238523213894
1102966083_dcc68a51a6_1086_70323761@N00.jpg,70323761@N00,40.743066,-74.00691,0,0,262,0.8644007032765622,0.00010685501739660097,0.13549241669551604
1103229007_c58a9a332f_1359_70323761@N00.jpg,70323761@N00,40.739303,-74.0072,0,0,198,0.932210068812509,0.0022923987093577125,0.06549760595746079
1103239315_41b27d754d_1309_70323761@N00.jpg,70323761@N00,40.739303,-74.0072,0,0,98,0.9901809398466384,0.001831126793790716,0.007988033462583033
1104068861_5792a115db_1369_33463080@N00.jpg,33463080@N00,13.372585,103.856849,2,11,86,0.14033592795681216,0.04477672061739213,0.8148872881087073
1105517140_f7dc56cff4_1162_78247883@N00.jpg,78247883@N00,43.510308,16.440095,0,5,331,0.9399867987690556,0.0013290471728453213,0.058684213928160034
1106080815_b1340dffa7_1276_33463080@N00.jpg,33463080@N00,13.372585,103.856849,1,8,339,0.01672577090357663,0.5850757216403508,0.39819849854298184
1106682564_0b76ef20a3_1279_33463080@N00.jpg,33463080@N00,13.372585,103.856849,2,9,340,0.07966117143005036,0.43998113848749654,0.4803576593834009
1107083216_76603676a9_1295_82622473@N00.jpg,82622473@N00,41.100957,28.999614,0,2,303,0.8509237568810697,0.09673563289175036,0.05234072422623015
1107115193_7896b8d656_1300_33463080@N00.jpg,33463080@N00,13.372585,103.856849,1,6,271,0.0003708077846198421,0.960127037590496,0.039502180219102456
1107468192_3e8b9b43cf_1369_82622473@N00.jpg,82622473@N00,41.100957,28.999614,0,1,179,0.5050762831426141,0.004991501945539767,0.4899322542751108
1107858999_36eae1fedb_1208_82927779@N00.jpg,82927779@N00,-13.311708,48.115938,1,6,243,0.0017669876128110218,0.9913581257871158,0.00687486013609373
110797780_a8d74f0204_52_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,5,236,0.9066603399032829,0.028040987701491105,0.06529871933794773
110799609_43e51fc1e5_54_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,1,129,0.9999077227043522,3.877145004778371e-06,8.849709260629578e-05
110800551_ff744a8b6d_44_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,5,236,0.9991986005708142,8.975046719206237e-06,0.0007925223555605709
110803310_55c8da43bd_53_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,4,64,0.9993814190858672,0.0001256829554426419,0.0004929729600821331
1108114251_b09d32f32a_1036_77235581@N00.jpg,77235581@N00,58.208677,-6.391725,0,0,198,0.9080993005016609,0.013262020554719811,0.07863861788911208
1108236217_688d857d7c_1394_77235581@N00.jpg,77235581@N00,58.20312,-6.379559,2,11,214,7.142685832173257e-05,0.009159314778495187,0.9907691593451577
1108575839_3bdfce931b_1212_82927779@N00.jpg,82927779@N00,-13.313244,48.154502,1,6,205,0.00014434029603371812,0.9707673892385458,0.02908833157975721
1108895380_03c3a1a1f6_1090_77235581@N00.jpg,77235581@N00,58.20312,-6.379559,1,6,48,0.0018614387864204218,0.7759734457133618,0.2221652093958255
1109483936_4456a4f0df_1196_82927779@N00.jpg,82927779@N00,-13.31325,48.154488,0,2,358,0.9886423111742904,0.0006199990277941936,0.010737648599535632
111013518_cc990d42cf_51_36948083@N00.jpg,36948083@N00,13.426188,103.85848,2,11,334,0.0023560422834094184,0.006306540420691453,0.9913372956948245
1112035723_0a63e75d0e_1114_33463080@N00.jpg,33463080@N00,13.372585,103.856849,2,11,86,0.01286357134591043,0.17738140432928162,0.8097549232158769
1113782494_f10808f500_1298_33463080@N00.jpg,33463080@N00,13.819994,104.714298,0,0,114,0.973445267990618,0.00030131136997191277,0.026253398153230023
1113980485_7ac3e8a2c6_1138_33463080@N00.jpg,33463080@N00,13.819994,104.714298,2,12,254,0.0004276542289035623,0.34679489977810096,0.652777408256096
1114595220_0a81197afd_1338_33463080@N00.jpg,33463080@N00,13.819994,104.714298,2,13,206,0.02123760269279984,0.20507481175582143,0.7736876155452777
1115259191_b14c332c87_1325_33463080@N00.jpg,33463080@N00,13.372585,103.856849,2,12,294,0.012560278273677561,0.08710692776338647,0.9003326982219022
1115274018_d6c2c821d1_1382_33463080@N00.jpg,33463080@N00,13.372585,103.856849,0,5,329,0.9856326910309052,2.2429926013423085e-05,0.014345042344241388
1117136365_5948288020_1413_33463080@N00.jpg,33463080@N00,11.824005,104.744682,1,8,150,5.2054648639887624e-05,0.9760178925474108,0.023929979562312242
1117496242_4cf8c11162_1012_33463080@N00.jpg,33463080@N00,11.580858,104.921321,0,2,241,0.9638529337584032,0.004869785846871366,0.031277285386345
1117586944_cc641006da_1329_75653366@N00.jpg,75653366@N00,13.743908,100.488917,2,11,330,0.0002846767975448472,0.0017357658483305727,0.9979796935292029
1117715992_d0a96a4caa_1337_75653366@N00.jpg,75653366@N00,13.743908,100.488917,2,11,330,0.0005484146929994604,0.0008850448212334161,0.9985665017956973
1118479971_9ad6008b4f_1327_82927779@N00.jpg,82927779@N00,-13.400983,48.270638,0,0,72,0.9936759712502832,4.240476277628247e-05,0.006281770919718016
1119125029_545a19a16b_1428_82927779@N00.jpg,82927779@N00,-13.313916,48.153652,1,8,36,0.000253189108344945,0.9949018899127882,0.00484484155645587
1119257150_4ac3eebadf_1032_82927779@N00.jpg,82927779@N00,-13.313369,48.154238,1,6,145,0.03905557526999104,0.6711720039699287,0.2897724185077557
1119668171_48a230b741_1404_82927779@N00.jpg,82927779@N00,-13.316188,48.151458,1,6,194,0.0003800989966791235,0.9531696919063961,0.04645024392080188
1120309050_e71f17aeb3_1128_82927779@N00.jpg,82927779@N00,-13.313252,48.154486,1,6,194,0.0015463624691562927,0.8414816948119039,0.15697194708360485
1121659017_07efbb5264_1399_93455345@N00.jpg,93455345@N00,43.137069,131.929321,1,6,171,0.0006307325594114843,0.6059181272669178,0.39345107644953714
1123241881_4bf8ae2419_1016_33463080@N00.jpg,33463080@N00,10.591433,103.764495,2,14,184,0.0024017158720592846,0.006361914327506213,0.9912363369688393
1125007623_477d5426e9_1379_93455345@N00.jpg,93455345@N00,37.331948,136.785278,0,2,364,0.532469423899741,0.0071277249174208634,0.46040286759753
1125649897_d94e38d2b5_1327_96332550@N00.jpg,96332550@N00,35.416684,-95.714607,1,6,356,0.0007940728195965363,0.9825204620299246,0.016685534338499508
1125852220_b13d685cea_1111_93455345@N00.jpg,93455345@N00,36.087118,136.221542,0,0,295,0.9816210737341464,0.000736838844261456,0.017642205381186216
1126734821_cbf0860b66_1080_30571787@N00.jpg,30571787@N00,51.506605,-0.081367,0,3,98,0.9999990026182913,5.642286488895254e-08,9.165003324895261e-07
113446159_010a80fd72_54_50994135@N00.jpg,50994135@N00,55.856997,-4.263124,1,6,191,0.05084983752030314,0.5105539449439602,0.43859612212788157
1134826966_548613fd5d_1359_30571787@N00.jpg,30571787@N00,51.597827,-0.238491,0,3,169,0.9559648032437522,3.261311331703709e-05,0.044002371644537686
1136685211_813651b657_1140_22941966@N00.jpg,22941966@N00,45.001269,-93.273346,2,15,178,0.007244309053419329,0.21736033828938162,0.7753953796827773
113820435_b8d6945a79_56_87434398@N00.jpg,87434398@N00,43.480577,-72.386426,2,14,49,0.00040610098221449675,0.001987235163497303,0.9976067769343899
113820995_a4ce685a48_51_87434398@N00.jpg,87434398@N00,43.137445,-72.500581,1,8,152,0.0004184288427686589,0.5391722618837278,0.46040925562486024
113822018_7975267242_49_87434398@N00.jpg,87434398@N00,44.540262,-72.524313,2,15,161,0.09827599233875262,0.0007757792151465992,0.900948208771112
113823369_54ebe138ba_38_87434398@N00.jpg,87434398@N00,42.762137,-72.513799,2,15,260,0.06641974260928407,0.005379298908962937,0.9282009832319602
113823452_c141b6ee5c_36_87434398@N00.jpg,87434398@N00,42.762137,-72.513799,2,14,257,0.006978407906181872,0.014481089931521751,0.9785405139385688
113833447_7e18ad9cf1_42_87434398@N00.jpg,87434398@N00,44.57578,-72.295816,2,15,144,0.03127036916621506,0.006648279898200826,0.9620814114155394
113861643_a1febd9dd0_45_87434398@N00.jpg,87434398@N00,42.929907,-72.578473,2,14,201,0.013387045471175085,0.0751545408604386,0.9114584142943158
113879033_bfd1de651d_49_87434398@N00.jpg,87434398@N00,44.723076,-73.294,2,14,260,0.008278720828712505,0.010383295477696564,0.981337992370122
113885544_d7fbd527c6_48_87434398@N00.jpg,87434398@N00,42.889674,-72.952909,2,13,360,5.4755367576847513e-08,0.49878411304844217,0.5012158163660476
113900033_9051f51fbb_52_87434398@N00.jpg,87434398@N00,43.147591,-73.199415,2,15,296,0.0018253331114030935,0.005608169054042378,0.992566451186633
113907854_ac0a856b31_53_87434398@N00.jpg,87434398@N00,43.963538,-73.207998,2,15,296,0.0007596252763022449,0.00275660082834861,0.9964837954331642
113910978_c1353d9035_55_87434398@N00.jpg,87434398@N00,44.421704,-72.850384,2,14,49,0.0008035088801339185,0.011816680332870533,0.98737989008292
113912238_2a4c51a668_43_87434398@N00.jpg,87434398@N00,43.891459,-72.490625,2,11,213,0.0002972528121674145,0.00015882429043045931,0.999543904641321
1143703719_b8942ef862_1094_70323761@N00.jpg,70323761@N00,40.721664,-74.038297,0,0,128,0.6198451158137033,0.0038816220644548594,0.37627322649828443
114862608_ba258c245d_50_82927779@N00.jpg,82927779@N00,-24.74995,25.7944,1,8,258,0.00806164161574685,0.7906675366862146,0.20127085057328742
114868308_3bf8f90326_46_82927779@N00.jpg,82927779@N00,-24.74995,25.7944,1,7,116,0.0009506564384462735,0.6163993244532975,0.3826500734272767
1155935557_5d22312c46_1219_41894197861@N01.jpg,41894197861@N01,40.418993,-3.6922,2,11,334,8.156824916172312e-05,0.001501342657153515,0.9984171069724006
115638799_b6b6e74e07_53_88483799@N00.jpg,88483799@N00,39.397726,-76.597608,2,14,294,0.1669216675272196,0.05688246684718479,0.7761958032964458
1156773764_43e2a07c5b_1180_41894197861@N01.jpg,41894197861@N01,40.416453,-3.700203,2,12,83,0.0004766028116405252,0.0002727919760143749,0.9992505520370072
116048252_e64be89628_54_88483799@N00.jpg,88483799@N00,39.397726,-76.597608,0,2,303,0.9957019925225068,0.0010167018788212294,0.0032815182385323898
117005476_0584800acc_50_69212252@N00.jpg,69212252@N00,41.940507,-87.640589,0,1,178,0.7102582833672386,0.018043088477156743,0.27169862108144116
1172480740_81de303685_1003_36093984@N00.jpg,36093984@N00,40.765071,-111.842365,0,1,2,0.9936615532249342,5.3376131012417005e-05,0.006285061725781915
117397326_1aaf6dac8d_19_18684820@N00.jpg,18684820@N00,10.784407,106.680679,2,3,71,0.49897654338039876,0.0001870317547236766,0.5008365805437034
117400305_1dea9da931_46_18684820@N00.jpg,18684820@N00,10.784407,106.680679,0,0,29,0.6239799375936315,0.0005727824870405129,0.37544739895680834
117407151_e5ab0fb208_53_18684820@N00.jpg,18684820@N00,10.784407,106.680679,2,10,257,0.028951271049180605,0.04298159433992055,0.9280671445209521
117409880_be8da6a355_37_18684820@N00.jpg,18684820@N00,10.784407,106.680679,2,10,170,0.44808846373922506,0.0016162982743246346,0.5502952538114094
117415082_1349ec00bd_53_18684820@N00.jpg,18684820@N00,10.784407,106.680679,0,0,2,0.60476766134218,0.01965070586282991,0.3755816998909154
117418457_244e0d7f56_46_18684820@N00.jpg,18684820@N00,10.784407,106.680679,2,15,158,0.10588371688881182,0.006666710024276767,0.8874495399027893
1177618026_9cf484ed83_1039_10976003@N07.jpg,10976003@N07,39.051451,-94.480361,2,12,312,1.3906416665620055e-07,5.924051882243598e-08,0.9999998100003635
118131355_5451e9534a_56_18684820@N00.jpg,18684820@N00,13.735383,100.500183,0,5,236,0.9580455689576244,0.009301937677591354,0.03265249572011086
