img_id,gt_lat,predicted_lat,gt_long,predicted_long,great_circle_distance,url,available,author,license_id,license_name,license_url
NorthCarolina_00008_253749264_f0a5e6ab18_88_23601949@N00.jpg,35.962376,35.431681,-75.635547,-75.524521,59.86,https://farm1.staticflickr.com/88/253749264_f0a5e6ab18.jpg,1,Sarah and Jason,0,All Rights Reserved,
Norway_00029_447570830_5d155dd0b1_209_74196805@N00.jpg,69.635592,69.654948,18.998966,18.958198,2.67,https://farm1.staticflickr.com/209/447570830_5d155dd0b1.jpg,1,Brainless Angel,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
Oklahoma_00005_262685303_e360a17203_90_96332550@N00.jpg,35.611045,42.038699,-95.987763,-88.288657,976.74,https://farm1.staticflickr.com/90/262685303_e360a17203.jpg,1,FreeWine,0,All Rights Reserved,
Pakistan_00003_408755072_963acdb313_132_14262239@N00.jpg,36.300531,34.258095,74.649868,77.525429,345.96,https://farm1.staticflickr.com/132/408755072_963acdb313.jpg,1,Maumi's,0,All Rights Reserved,
Paris_00127_433927029_bb089eecff_188_7218593@N05.jpg,48.859364,48.857954,2.291142,2.337670,3.41,https://farm1.staticflickr.com/188/433927029_bb089eecff.jpg,1,dominique matys,0,All Rights Reserved,
Philippines_00021_1354823159_b54e258230_1056_83794921@N00.jpg,13.521759,7.835949,120.9696,98.765407,2505.67,,0,,,,
SanFrancisco_00096_442372330_8e060f4138_176_7571568@N05.jpg,37.782383,37.809736,-122.42031,-122.410725,3.16,https://farm1.staticflickr.com/176/442372330_8e060f4138.jpg,1,nat.and.aaron,0,All Rights Reserved,
Sweden_00010_187208678_92004a5c41_72_46054052@N00.jpg,58.474311,59.041497,11.311798,11.159510,63.68,https://farm1.staticflickr.com/72/187208678_92004a5c41.jpg,1,olivertomic,0,All Rights Reserved,
Switzerland_00008_103429200_c4904154d8_38_73293249@N00.jpg,46.167286,42.320022,7.099698,9.034121,454.66,https://farm1.staticflickr.com/38/103429200_c4904154d8.jpg,1,Olivier Bruchez,0,All Rights Reserved,
Switzerland_00014_170747608_cf4538d97b_50_97458173@N00.jpg,46.496974,46.610303,7.675924,8.006873,28.27,,0,,,,
Switzerland_00086_1367058455_d58f03d50f_1136_9407621@N05.jpg,46.604579,42.285227,7.935862,-3.268203,1009.49,,0,,,,
Taiwan_00044_406785882_413e3bba60_158_81421684@N00.jpg,24.514718,26.946476,121.60818,100.210142,2157.79,https://farm1.staticflickr.com/158/406785882_413e3bba60.jpg,1,KonradS,0,All Rights Reserved,
Tanzania_00019_1292210091_693ea74b7a_1088_15274769@N00.jpg,-3.169805,-3.282367,35.528561,35.617817,15.96,https://farm2.staticflickr.com/1088/1292210091_693ea74b7a.jpg,1,Arnaud Gouder,0,All Rights Reserved,
Tonga_00002_479647466_2e7ea24455_169_36709487@N00.jpg,-40.884642,-40.848269,173.048229,172.915803,11.85,,0,,,,
Turkey_00007_199529249_b54fd55a6e_70_85971448@N00.jpg,38.671304,38.650374,34.839363,34.890413,5.01,https://farm1.staticflickr.com/70/199529249_b54fd55a6e.jpg,1,Queen Esoterica,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
Ukraine_00015_1337848415_599183dcd9_1178_28325468@N00.jpg,46.475736,-33.922594,30.765677,151.254196,14899.43,https://farm2.staticflickr.com/1178/1337848415_599183dcd9.jpg,1,Beans at level crossing,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
UnitedKingdom_00019_964966881_426cf82f57_1071_98545448@N00.jpg,51.682337,51.696235,-1.78659,-1.802698,1.90,,0,,,,
Utah_00017_311640007_f48e92f2d4_116_19269532@N00.jpg,37.218846,37.230384,-112.920913,-112.964398,4.06,https://farm1.staticflickr.com/116/311640007_f48e92f2d4.jpg,1,mikemac29,2,CC-BY-NC 2.0,https://creativecommons.org/licenses/by-nc/2.0/
Utah_00026_474986001_181d71a40d_218_53364390@N00.jpg,38.773023,34.872322,-109.324779,-111.783307,485.76,,0,,,,
Virginia_00055_1440634934_ac4db3526d_1135_91062007@N00.jpg,36.859948,36.861620,-75.978484,-75.993629,1.36,https://farm2.staticflickr.com/1135/1440634934_ac4db3526d.jpg,1,TinaG79,0,All Rights Reserved,
Washington_00092_1444342752_743c6981e6_1161_39405636@N00.jpg,46.783282,46.796307,-121.763534,-121.754018,1.62,,0,,,,
Wyoming_00005_264085120_70bc6791b2_97_48947971@N00.jpg,43.838489,43.860564,-110.725708,-110.648125,6.69,https://farm1.staticflickr.com/97/264085120_70bc6791b2.jpg,1,Shumon Huque,0,All Rights Reserved,
capri_00004_483725210_cb68b00ed5_174_40425693@N00.jpg,40.557373,40.623264,14.266262,14.376672,11.86,https://farm1.staticflickr.com/174/483725210_cb68b00ed5.jpg,1,agu²!,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
england_00041_251424233_428738c274_111_11114422@N00.jpg,51.243139,51.566429,-0.359823,-0.151004,38.76,https://farm1.staticflickr.com/111/251424233_428738c274.jpg,1,Laura Howard,0,All Rights Reserved,
galapagos_00007_1030772840_1430e92543_1026_7132415@N03.jpg,-0.393444,-0.395807,-90.281352,-90.406228,13.89,https://farm2.staticflickr.com/1026/1030772840_1430e92543.jpg,1,Adrian Liston,0,All Rights Reserved,
nikko_00002_313984117_ffde0f168d_117_25159586@N00.jpg,36.753576,36.758478,139.604473,139.568811,3.22,,0,,,,
orlando_00010_295896083_bb881f9d62_110_29251780@N00.jpg,29.188135,43.730832,-81.226387,-79.502223,1624.30,https://farm1.staticflickr.com/110/295896083_bb881f9d62.jpg,1,bmlben2,0,All Rights Reserved,
seattle_00064_443151803_90c945e87c_191_74223826@N00.jpg,47.645127,47.643217,-122.336257,-122.334611,0.25,https://farm1.staticflickr.com/191/443151803_90c945e87c.jpg,1,clango,5,CC-BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/
venice_00016_265350847_0252df858c_118_44972214@N00.jpg,32.845269,32.843646,-117.273988,-117.275942,0.26,,0,,,,
wales_00004_130253713_3ded2d4456_56_66516604@N00.jpg,53.121229,53.111747,-3.999366,-3.994225,1.11,https://farm1.staticflickr.com/56/130253713_3ded2d4456.jpg,1,Dr Snooks,0,All Rights Reserved,
1095548455_f636d22cbb_1277_8576809@N08.jpg,31.893581,30.600370,-85.141124,-89.321708,422.60,,0,,,,
1185597181_0158ab4213_1311_43616936@N00.jpg,42.346571,42.346776,-71.097228,-71.096264,0.08,https://farm2.staticflickr.com/1311/1185597181_0158ab4213.jpg,1,hellojosh,0,All Rights Reserved,
1199004207_0ce4e7a456_1285_16418049@N00.jpg,37.090924,36.961819,25.370521,25.286557,16.18,https://farm2.staticflickr.com/1285/1199004207_0ce4e7a456.jpg,1,Massironzitti,0,All Rights Reserved,
212568980_fb3a00288d_71_21844368@N00.jpg,12.974449,12.952494,77.562789,77.584810,3.41,https://farm1.staticflickr.com/71/212568980_fb3a00288d.jpg,1,Thibaut Bodart,0,All Rights Reserved,
243683202_38f0178ce4_88_11807142@N00.jpg,37.970117,37.969948,23.720426,23.731053,0.93,https://farm1.staticflickr.com/88/243683202_38f0178ce4.jpg,1,adambomb_12,0,All Rights Reserved,
247766999_1de867ab93_96_94409333@N00.jpg,36.403107,-33.894805,-93.736736,151.178077,14221.15,https://farm1.staticflickr.com/96/247766999_1de867ab93.jpg,1,issafly,0,All Rights Reserved,
254755691_b3bbae344e_95_79267922@N00.jpg,39.94133,39.914241,116.383666,116.390915,3.07,https://farm1.staticflickr.com/95/254755691_b3bbae344e.jpg,1,__maurice,2,CC-BY-NC 2.0,https://creativecommons.org/licenses/by-nc/2.0/
254762082_1a1b6d27d1_121_79267922@N00.jpg,39.94133,39.906191,116.383666,116.389814,3.94,https://farm1.staticflickr.com/121/254762082_1a1b6d27d1.jpg,1,__maurice,2,CC-BY-NC 2.0,https://creativecommons.org/licenses/by-nc/2.0/
257034510_2b7d64e610_118_26519935@N00.jpg,13.74989,13.751874,100.494861,100.491568,0.42,,0,,,,
257176697_a302df7bec_86_41336221@N00.jpg,40.366689,40.215879,49.835443,48.928101,78.76,https://farm1.staticflickr.com/86/257176697_a302df7bec.jpg,1,jeremy.blodgett,0,All Rights Reserved,
264192767_4809b75a21_117_35468147630@N01.jpg,42.36246,42.374156,-71.084353,-71.118562,3.10,https://farm1.staticflickr.com/117/264192767_4809b75a21.jpg,1,Ross Burton,3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/
314328828_2b52ae145e_120_55852171@N00.jpg,39.996996,39.977167,116.267988,116.287876,2.78,https://farm1.staticflickr.com/120/314328828_2b52ae145e.jpg,1,Marutina,0,All Rights Reserved,
315923188_366ee7e6cd_101_14491548@N00.jpg,51.054991,51.054352,3.732089,3.722815,0.65,,0,,,,
339483173_e48ee06639_139_63163416@N00.jpg,31.213021,23.138151,29.946069,-82.377355,10614.25,https://farm1.staticflickr.com/139/339483173_e48ee06639.jpg,1,dcmarra,0,All Rights Reserved,
379263811_e4d22a1ba5_136_59615371@N00.jpg,34.051166,34.728659,-84.285993,-86.625040,227.46,,0,,,,
392982444_442d787db5_143_65412829@N00.jpg,39.935276,41.141487,32.852725,-8.612607,3473.20,https://farm1.staticflickr.com/143/392982444_442d787db5.jpg,1,Ivi Tagata,0,All Rights Reserved,
425432303_c817c468e3_166_14882112@N00.jpg,41.371961,41.404546,2.166323,2.158475,3.68,https://farm1.staticflickr.com/166/425432303_c817c468e3.jpg,1,veul2,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
429777514_e0ba93984e_169_89418754@N00.jpg,41.403491,41.403616,2.174423,2.174218,0.02,https://farm1.staticflickr.com/169/429777514_e0ba93984e.jpg,1,greencat_98,0,All Rights Reserved,
429881745_35a951f032_187_37718182@N00.jpg,41.387627,41.386030,2.188044,2.188054,0.18,,0,,,,
436360592_ef20eb1e98_178_99746029@N00.jpg,39.937908,41.802531,116.398086,-87.653297,10607.53,https://farm1.staticflickr.com/178/436360592_ef20eb1e98.jpg,1,WelsonTu,0,All Rights Reserved,
453384102_723b8a8182_207_55126705@N00.jpg,34.611453,34.649757,-111.841936,-111.792447,6.22,https://farm1.staticflickr.com/207/453384102_723b8a8182.jpg,1,Giese555,0,All Rights Reserved,
482314949_dbc149bb10_224_50435419@N00.jpg,-34.609758,-34.586438,-58.411216,-58.392316,3.12,https://farm1.staticflickr.com/224/482314949_dbc149bb10.jpg,1,mainfr4me,5,CC-BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0/
502172768_3a7a22811b_213_69641014@N00.jpg,42.34351,37.794194,-71.033585,-122.274482,4323.52,https://farm1.staticflickr.com/213/502172768_3a7a22811b.jpg,1,emdurso,3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/
504921450_6f20499550_194_24311489@N00.jpg,33.747894,38.879959,-84.371148,-77.069071,867.61,https://farm1.staticflickr.com/194/504921450_6f20499550.jpg,1,Timothy State,0,All Rights Reserved,
530405817_0673660c96_1209_7885919@N07.jpg,-34.603691,-34.602778,-58.381637,-58.379038,0.26,https://farm2.staticflickr.com/1209/530405817_0673660c96.jpg,1,ecololo,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
534657711_dc2aa849a8_1333_72154266@N00.jpg,-22.995414,28.644846,-43.238539,77.224208,14082.20,https://farm2.staticflickr.com/1333/534657711_dc2aa849a8.jpg,1,CuriousApe,0,All Rights Reserved,
580496518_4214d97599_1280_7369430@N02.jpg,30.245165,27.971941,-87.733662,-82.784924,543.09,https://farm2.staticflickr.com/1280/580496518_4214d97599.jpg,1,Wallyum,0,All Rights Reserved,
779600060_a5f8e28de5_1184_52057668@N00.jpg,-34.940336,-32.853772,138.585577,151.164470,1183.08,https://farm2.staticflickr.com/1184/779600060_a5f8e28de5.jpg,1,jagerm,3,CC-BY-NC-ND 2.0,https://creativecommons.org/licenses/by-nc-nd/2.0/
864479182_d60c47e2ce_1045_25304693@N00.jpg,50.997714,54.507109,5.40199,20.607090,1092.50,https://farm2.staticflickr.com/1045/864479182_d60c47e2ce.jpg,1,Rick & Bart,0,All Rights Reserved,
970273104_48060e4acd_1207_10815666@N04.jpg,-34.602578,-34.602778,-58.383686,-58.379038,0.43,,0,,,,
97344248_30a4521091_32_77325609@N00.jpg,41.395354,41.391982,2.169113,2.165632,0.47,https://farm1.staticflickr.com/32/97344248_30a4521091.jpg,1,mountainbaker,0,All Rights Reserved,
Ankara_00003_601190107_9f05b2251e_1292_8504005@N07.jpg,39.936592,33.798944,32.8553,-117.885213,11282.45,https://farm2.staticflickr.com/1292/601190107_9f05b2251e.jpg,1,balduin256,0,All Rights Reserved,
Aruba_00001_99110142_a573655582_34_50517642@N00.jpg,12.532151,12.534829,-70.051435,-70.017509,3.69,,0,,,,
Athens_00016_516320955_2f7c0642b4_212_36764971@N00.jpg,37.971102,37.971754,23.726767,23.725684,0.12,https://farm1.staticflickr.com/212/516320955_2f7c0642b4.jpg,1,nushh,1,CC-BY-NC-SA 2.0,https://creativecommons.org/licenses/by-nc-sa/2.0/
Bangkok_00012_219604934_4e3ca563fc_83_82927779@N00.jpg,13.740614,13.761424,100.489861,100.470557,3.11,https://farm1.staticflickr.com/83/219604934_4e3ca563fc.jpg,1,Louis Rossouw,0,All Rights Reserved,
Barcelona_00014_144658910_7517982a97_46_49503208420@N01.jpg,41.385245,41.387076,2.169284,2.170116,0.22,https://farm1.staticflickr.com/46/144658910_7517982a97.jpg,1,clarapeix,0,All Rights Reserved,
